product, format, threads, cavity10.mtx, roadNet-PA.mtx, nlpkkt80.mtx, mac_econ_fwd500.mtx, thermomech_TK.mtx, PR02R.mtx, thermal2.mtx, FEM_3D_thermal1.mtx, olafu.mtx, amazon0302.mtx, adder_dcop_32.mtx, rdist2.mtx, olm1000.mtx, webbase-1M.mtx, cant.mtx, af_1_k101.mtx, mhd4800a.mtx, thermal1.mtx, cop20k_A.mtx, bcsstk17.mtx, raefsky2.mtx, cage4.mtx, Cube_Coup_dt0.mtx, mcfe.mtx, west2021.mtx, ML_Laplace.mtx, lung2.mtx, af23560.mtx, dc1.mtx
1, 1, 1,3.06307e+08,1.72678e+08,5.9566e+08,-1,1.09147e+08,3.47913e+08,3.11397e+08,1.10602e+08,3.96524e+08,2.90414e+08,-1,7.90473e+07,4.85207e+07,-1,5.20915e+08,6.26734e+08,3.25256e+07,3.29765e+08,1.53585e+08,1.01448e+08,3.02343e+08,502874,5.57827e+08,1.04695e+06,3.10588e+06,6.21045e+08,8.33075e+07,3.55517e+08,-1
1, 2, 1,6.64111e+08,3.22637e+08,6.49224e+08,1.83034e+08,3.18746e+08,6.27714e+08,4.15452e+08,1.42879e+08,5.56749e+08,3.07716e+08,2.64588e+07,4.4254e+08,1.97075e+08,3.96536e+08,5.8246e+08,6.55787e+08,3.51935e+07,4.17956e+08,4.93016e+08,3.51367e+08,5.2797e+08,877508,6.73264e+08,1.26637e+06,3.79115e+06,6.50955e+08,9.52393e+07,3.89443e+08,5.20952e+08
2, 1, 1, 2.95543e+08, 1.71486e+08, 6.00374e+08, -1, 2.55179e+08, 3.31796e+08, 3.08401e+08, 4.12197e+08, 4.47933e+08, 2.8626e+08, -1, 1.64072e+08, 5.78311e+07, -1, 5.0818e+08, 6.36102e+08, 1.97521e+08, 3.81265e+08, 1.51945e+08, 1.57799e+08, 5.23117e+08, 1.31737e+06, 5.25493e+08, 1.19225e+07, 5.74972e+07, 6.16609e+08, 2.60629e+08, 5.07221e+08, -1
2, 1, 2, 4.4288e+08, 2.62178e+08, 9.85248e+08, -1, 4.62448e+08, 5.36363e+08, 4.91728e+08, 7.60577e+08, 6.365e+08, 4.62897e+08, -1, 2.4389e+08, 2.35311e+08, -1, 7.85481e+08, 1.03322e+09, 4.28495e+08, 5.40593e+08, 2.31228e+08, 2.57402e+08, 7.73215e+08, 9.74789e+06, 8.70894e+08, 8.83935e+07, 1.60114e+08, 1.00042e+09, 4.4865e+08, 4.78484e+08, -1
2, 1, 3, 6.33596e+08, 4.07708e+08, 1.51583e+09, -1, 7.35571e+08, 7.97826e+08, 8.11206e+08, 1.20281e+09, 1.04374e+09, 6.95281e+08, -1, 3.7949e+08, 6.63334e+07, -1, 1.1868e+09, 1.44263e+09, 8.1596e+08, 8.57041e+08, 3.39422e+08, 3.92603e+08, 1.01097e+09, 424680, 1.30106e+09, 1.96739e+08, 1.3466e+08, 1.54259e+09, 7.05413e+08, 7.26971e+08, -1
2, 1, 4, 8.81443e+08, 5.38514e+08, 1.95026e+09, -1, 1.00711e+09, 1.10868e+09, 1.04878e+09, 1.6452e+09, 1.42854e+09, 9.20841e+08, -1, 5.18914e+08, 3.63803e+08, -1, 1.6117e+09, 2.02215e+09, 1.14563e+09, 1.21133e+09, 4.37966e+08, 5.45133e+08, 1.51564e+09, 3.39451e+06, 1.72934e+09, 5.59015e+08, 3.69906e+08, 1.98132e+09, 1.02902e+09, 1.01253e+09, -1
2, 1, 5, 7.76704e+08, 6.72455e+08, 2.43155e+09, -1, 1.25131e+09, 1.39958e+09, 1.26736e+09, 2.09728e+09, 1.75817e+09, 1.15376e+09, -1, 6.4838e+08, 6.82316e+08, -1, 2.02941e+09, 2.55643e+09, 1.43926e+09, 1.51542e+09, 5.26558e+08, 6.90038e+08, 1.92324e+09, 1.10557e+07, 2.16493e+09, 8.30224e+08, 4.95922e+08, 2.50028e+09, 1.27188e+09, 1.5598e+09, -1
2, 1, 6, 1.18529e+09, 7.961e+08, 2.94993e+09, -1, 1.49546e+09, 1.6562e+09, 1.40065e+09, 2.52162e+09, 2.1154e+09, 1.40462e+09, -1, 7.81612e+08, 8.3482e+08, -1, 2.43307e+09, 3.02769e+09, 1.71568e+09, 1.77397e+09, 6.14475e+08, 8.33148e+08, 2.33375e+09, 1.37663e+07, 2.55609e+09, 9.91791e+08, 5.98748e+08, 2.95444e+09, 1.51951e+09, 2.3989e+09, -1
2, 1, 7, 1.43075e+09, 9.26491e+08, 3.37927e+09, -1, 1.73604e+09, 1.92451e+09, 1.64026e+09, 2.97403e+09, 2.42158e+09, 1.62526e+09, -1, 8.93973e+08, 7.16358e+08, -1, 2.84841e+09, 3.5387e+09, 1.94693e+09, 2.05645e+09, 7.08763e+08, 9.41131e+08, 2.67241e+09, 1.23942e+07, 2.92692e+09, 1.10345e+09, 6.19524e+08, 3.44237e+09, 1.79303e+09, 2.87654e+09, -1
2, 1, 8, 1.64714e+09, 1.04607e+09, 3.83592e+09, -1, 1.94863e+09, 2.19214e+09, 1.84711e+09, 3.34388e+09, 2.75384e+09, 1.85645e+09, -1, 1.01319e+09, 7.80668e+08, -1, 3.24946e+09, 4.04537e+09, 2.21686e+09, 2.38303e+09, 8.09928e+08, 1.07096e+09, 3.04773e+09, 1.04329e+07, 3.11907e+09, 1.25661e+09, 6.83078e+08, 3.91542e+09, 2.01825e+09, 3.3037e+09, -1
2, 1, 9, 1.76638e+09, 1.12409e+09, 4.21645e+09, -1, 2.14055e+09, 2.447e+09, 1.98268e+09, 3.5934e+09, 3.07734e+09, 2.03198e+09, -1, 1.13216e+09, 8.25047e+08, -1, 3.44748e+09, 4.55172e+09, 2.44864e+09, 2.5674e+09, 9.0816e+08, 1.19989e+09, 3.38005e+09, 1.01647e+07, 3.5466e+09, 1.34185e+09, 7.44416e+08, 4.3735e+09, 2.23101e+09, 3.58251e+09, -1
2, 1, 10, 1.90768e+09, 1.23645e+09, 4.40654e+09, -1, 1.44494e+09, 2.63604e+09, 2.14841e+09, 4.0479e+09, 2.01975e+09, 2.21006e+09, -1, 1.24648e+09, 8.93676e+08, -1, 3.77274e+09, 4.94385e+09, 2.6429e+09, 2.78353e+09, 1.00181e+09, 1.33492e+09, 3.73853e+09, 1.04864e+07, 4.11166e+09, 1.34094e+09, 7.96139e+08, 4.69362e+09, 2.32771e+09, 3.8223e+09, -1
2, 1, 11, 2.15135e+09, 1.30559e+09, 4.44136e+09, -1, 1.53111e+09, 2.75204e+09, 2.00374e+09, 2.69077e+09, 2.05769e+09, 1.6797e+09, -1, 8.48266e+08, 8.37987e+08, -1, 4.10622e+09, 5.41156e+09, 2.81924e+09, 2.95745e+09, 1.09228e+09, 1.37163e+09, 3.96647e+09, 8.70977e+06, 4.55459e+09, 9.87228e+08, 8.43832e+08, 4.81985e+09, 2.62282e+09, 2.69171e+09, -1
2, 1, 12, 2.20811e+09, 1.15859e+09, 5.16294e+09, -1, 1.70285e+09, 2.84033e+09, 2.0944e+09, 2.52304e+09, 2.23511e+09, 1.68446e+09, -1, 8.19178e+08, 7.47371e+08, -1, 2.70961e+09, 5.92496e+09, 1.8586e+09, 1.97855e+09, 1.15834e+09, 1.4954e+09, 4.29019e+09, 8.73139e+06, 4.60327e+09, 1.04111e+09, 6.65206e+08, 4.67118e+09, 2.84426e+09, 2.77879e+09, -1
2, 1, 13, 2.20899e+09, 1.4712e+09, 5.24025e+09, -1, 1.68503e+09, 1.96107e+09, 2.34709e+09, 2.91761e+09, 2.2772e+09, 1.79312e+09, -1, 8.8104e+08, 7.66574e+08, -1, 2.63544e+09, 6.0231e+09, 1.90961e+09, 1.93016e+09, 1.21379e+09, 8.99733e+08, 2.72103e+09, 8.31086e+06, 4.98144e+09, 1.10164e+09, 6.32646e+08, 5.7662e+09, 3.17552e+09, 2.81451e+09, -1
2, 1, 14, 2.25332e+09, 1.55814e+09, 5.28001e+09, -1, 1.85081e+09, 1.91492e+09, 2.34234e+09, 3.01035e+09, 2.43676e+09, 1.84206e+09, -1, 9.48722e+08, 7.33973e+08, -1, 2.82699e+09, 6.29039e+09, 2.02045e+09, 2.13056e+09, 8.82845e+08, 9.24364e+08, 2.80502e+09, 7.62439e+06, 4.99462e+09, 1.14219e+09, 6.61615e+08, 6.17979e+09, 3.39125e+09, 2.98875e+09, -1
2, 1, 15, 2.41189e+09, 1.10155e+09, 5.36418e+09, -1, 1.99487e+09, 2.03445e+09, 2.02171e+09, 3.20343e+09, 2.59428e+09, 1.96668e+09, -1, 9.95875e+08, 7.22763e+08, -1, 3.0157e+09, 4.18667e+09, 2.14396e+09, 2.20556e+09, 9.2769e+08, 9.83607e+08, 2.97421e+09, 7.67891e+06, 5.15123e+09, 1.21749e+09, 6.49875e+08, 6.37673e+09, 3.48986e+09, 3.19304e+09, -1
2, 1, 16, 1.70054e+09, 1.08975e+09, 4.45321e+09, -1, 2.11344e+09, 2.12664e+09, 1.96608e+09, 3.40279e+09, 2.75714e+09, 2.04048e+09, -1, 1.07013e+09, 7.7235e+08, -1, 3.21487e+09, 3.98692e+09, 2.24548e+09, 2.32589e+09, 9.61843e+08, 1.03937e+09, 3.15536e+09, 7.64599e+06, 4.84374e+09, 1.29367e+09, 6.81029e+08, 6.60595e+09, 3.80152e+09, 3.39333e+09, -1
2, 1, 17, 1.75831e+09, 1.147e+09, 4.785e+09, -1, 2.155e+09, 2.21921e+09, 1.87633e+09, 3.59573e+09, 2.9171e+09, 2.16762e+09, -1, 1.13163e+09, 7.56488e+08, -1, 3.39467e+09, 4.16008e+09, 2.3284e+09, 2.46322e+09, 1.02957e+09, 1.10638e+09, 3.33271e+09, 7.75617e+06, 5.84611e+09, 1.31641e+09, 7.1066e+08, 4.45768e+09, 2.43463e+09, 3.60049e+09, -1
2, 1, 18, 1.8319e+09, 1.19228e+09, 4.11344e+09, -1, 2.2701e+09, 2.28923e+09, 1.87324e+09, 3.76633e+09, 3.08911e+09, 1.81611e+09, -1, 1.17799e+09, 7.93e+08, -1, 3.58832e+09, 4.36661e+09, 2.43554e+09, 2.60341e+09, 1.08446e+09, 1.16584e+09, 3.53819e+09, 7.52055e+06, 4.96742e+09, 1.37489e+09, 7.223e+08, 4.38606e+09, 2.45523e+09, 3.81267e+09, -1
2, 1, 19, 1.9058e+09, 1.26468e+09, 3.6144e+09, -1, 2.44524e+09, 2.34056e+09, 1.87599e+09, 4.00843e+09, 3.23071e+09, 2.33838e+09, -1, 1.24818e+09, 7.04675e+08, -1, 3.79609e+09, 4.55028e+09, 2.58151e+09, 2.71571e+09, 1.11376e+09, 1.23291e+09, 3.69941e+09, 7.30457e+06, 6.22719e+09, 1.38252e+09, 7.26147e+08, 4.46369e+09, 2.41945e+09, 3.99423e+09, -1
2, 1, 20, 1.97954e+09, 1.31034e+09, 3.82901e+09, -1, 2.56295e+09, 2.45784e+09, 2.38783e+09, 4.19901e+09, 3.34614e+09, 2.52095e+09, -1, 1.2854e+09, 7.50232e+06, -1, 3.98816e+09, 4.77144e+09, 2.67565e+09, 2.8588e+09, 1.15735e+09, 1.29073e+09, 3.8462e+09, 6.99527e+06, 6.58328e+09, 8.15732e+08, 7.50976e+08, 4.71955e+09, 2.52663e+09, 4.20101e+09, -1
2, 1, 21, 1.97535e+09, 1.35977e+09, 4.01842e+09, -1, 8.91796e+08, 2.5663e+09, 2.51288e+09, 4.3646e+09, 3.50777e+09, 2.63507e+09, -1, 1.21961e+08, 1.32124e+07, -1, 4.18966e+09, 4.8856e+09, 2.70703e+09, 2.97647e+09, 1.18481e+09, 1.34422e+09, 4.03528e+09, 7.15319e+06, 4.79408e+09, 1.0341e+09, 7.5592e+08, 4.80438e+09, 2.64518e+09, 4.38978e+09, -1
2, 1, 22, 2.18122e+09, 1.42218e+09, 4.19065e+09, -1, 9.27586e+08, 2.57877e+09, 2.57921e+09, 4.56451e+09, 1.41646e+09, 2.73305e+09, -1, 6.71632e+08, 1.09445e+08, -1, 4.30417e+09, 5.09646e+09, 2.73365e+09, 3.10027e+09, 1.13175e+09, 1.39843e+09, 4.18513e+09, 7.04242e+06, 4.66692e+09, 8.66236e+07, 1.29498e+07, 4.89965e+09, 2.77193e+09, 1.47239e+09, -1
2, 1, 23, 2.23802e+09, 1.45692e+09, 4.34126e+09, -1, 1.47156e+09, 2.65781e+09, 2.50979e+09, 1.37697e+09, 1.92217e+09, 2.89691e+09, -1, 1.24044e+09, 3.87823e+07, -1, 4.5471e+09, 5.22947e+09, 1.41398e+09, 1.58956e+09, 1.20029e+09, 1.46249e+09, 4.23229e+09, 235967, 4.77955e+09, 4.22031e+07, 1.06645e+07, 5.41632e+09, 2.88165e+09, 7.42753e+08, -1
2, 1, 24, 2.34817e+09, 1.48461e+09, 4.4272e+09, -1, 1.56874e+09, 2.66326e+09, 2.74282e+09, 6.58763e+08, 2.11178e+09, 3.05818e+09, -1, 1.31052e+09, 7.29621e+06, -1, 4.73777e+09, 4.98119e+09, 2.51007e+09, 1.5074e+09, 1.22747e+09, 1.53133e+09, 4.45722e+09, 1.70162e+06, 5.04829e+09, 5.33788e+07, 2.29396e+07, 5.46778e+09, 2.96949e+09, 3.16081e+09, -1
2, 1, 25, 2.38983e+09, 1.47226e+09, 4.57124e+09, -1, 1.57745e+09, 2.70944e+09, 2.40377e+09, 9.6442e+08, 3.88495e+09, 3.18527e+09, -1, 1.39727e+09, 8.64122e+06, -1, 4.9342e+09, 5.49478e+09, 2.99993e+09, 1.19949e+09, 1.23781e+09, 1.60583e+09, 4.11775e+09, 4.91536e+06, 5.19721e+09, 7.99362e+07, 2.22354e+07, 5.59201e+09, 3.06876e+09, 1.43952e+09, -1
2, 1, 26, 2.3807e+09, 1.51516e+09, 4.67566e+09, -1, 3.02941e+09, 2.79579e+09, 2.52268e+09, 6.3979e+08, 4.3228e+09, 3.31563e+09, -1, 1.43807e+09, 8.91171e+06, -1, 5.11991e+09, 5.74829e+09, 3.21517e+09, 1.01103e+09, 1.27315e+09, 1.66674e+09, 1.80187e+09, 4.87283e+06, 5.15102e+09, 8.96927e+07, 2.40807e+07, 5.84888e+09, 3.22431e+09, 9.16734e+08, -1
2, 1, 27, 2.49847e+09, 1.53495e+09, 4.81078e+09, -1, 3.4461e+09, 2.58094e+09, 2.73885e+09, 1.1412e+09, 4.57122e+09, 3.44316e+09, -1, 1.45308e+09, 8.13512e+06, -1, 5.30313e+09, 5.93734e+09, 1.73147e+09, 3.07101e+09, 1.26753e+09, 1.73022e+09, 1.1372e+09, 3.85112e+06, 5.39016e+09, 4.14802e+07, 2.58965e+07, 5.94511e+09, 3.36657e+09, 7.33835e+08, -1
2, 1, 28, 2.46764e+09, 1.52962e+09, 4.79068e+09, -1, 3.62377e+09, 2.63407e+09, 2.79088e+09, 7.90898e+08, 4.69626e+09, 3.3622e+09, -1, 1.50794e+09, 9.96649e+06, -1, 5.51252e+09, 5.92934e+09, 3.97029e+08, 4.01711e+09, 1.23153e+09, 1.65675e+09, 1.07093e+09, 2.95566e+06, 5.48836e+09, 3.9638e+07, 1.64267e+07, 6.10487e+09, 3.46321e+09, 1.26733e+09, -1
2, 1, 29, 2.52571e+09, 1.52909e+09, 4.96227e+09, -1, 3.73154e+09, 2.73014e+09, 2.817e+09, 7.15884e+08, 4.73048e+09, 3.70293e+09, -1, 1.54848e+09, 6.77119e+06, -1, 5.38708e+09, 6.03955e+09, 3.49468e+08, 4.29177e+09, 1.23875e+09, 1.85209e+09, 3.06977e+09, 3.17781e+06, 5.66522e+09, 6.19401e+07, 4.24963e+06, 6.27133e+09, 3.54033e+09, 7.57066e+08, -1
2, 1, 30, 2.62585e+09, 1.51731e+09, 4.99125e+09, -1, 3.90229e+09, 2.78034e+09, 2.85269e+09, 7.76212e+08, 5.00444e+09, 3.89689e+09, -1, 1.60085e+09, 5.79775e+06, -1, 5.71089e+09, 5.85985e+09, 1.81103e+09, 4.43122e+09, 1.25464e+09, 1.94239e+09, 1.60055e+09, 3.67213e+06, 5.67551e+09, 4.17647e+07, 1.6771e+07, 6.3904e+09, 1.25494e+09, 1.28492e+09, -1
2, 1, 31, 2.73554e+09, 1.56007e+09, 5.06711e+09, -1, 4.02463e+09, 2.81292e+09, 2.76753e+09, 7.15347e+08, 5.26733e+09, 4.02812e+09, -1, 3.80915e+07, 6.34743e+06, -1, 5.94226e+09, 6.12399e+09, 3.26238e+09, 4.25161e+09, 1.16231e+09, 2.00645e+09, 4.43387e+09, 4.83193e+06, 6.04773e+09, 4.68901e+07, 1.24039e+07, 6.78684e+09, 1.19287e+09, 8.99743e+08, -1
2, 1, 32, 2.7317e+09, 1.60491e+09, 5.14065e+09, -1, 4.10393e+09, 2.79139e+09, 2.90113e+09, 1.17989e+09, 5.36536e+09, 4.11783e+09, -1, 1.10927e+08, 1.25242e+07, -1, 6.14258e+09, 6.34994e+09, 3.56519e+09, 4.353e+09, 1.26452e+09, 2.06998e+09, 5.6376e+09, 3.23654e+06, 6.46334e+09, 4.16201e+07, 1.2142e+07, 6.82993e+09, 9.68396e+08, 7.20531e+08, -1
2, 1, 33, 2.74039e+09, 1.60592e+09, 5.14232e+09, -1, 4.30267e+09, 2.81038e+09, 2.86902e+09, 7.4026e+08, 5.6082e+09, 4.3159e+09, -1, 6.27325e+07, 8.34938e+06, -1, 6.28441e+09, 6.40255e+09, 3.95058e+09, 4.4893e+09, 1.27386e+09, 2.12327e+09, 5.79445e+09, 273846, 6.00934e+09, 4.36065e+07, 1.77266e+07, 6.96592e+09, 1.17715e+09, 3.59555e+09, -1
2, 1, 34, 2.73004e+09, 1.61834e+09, 5.21302e+09, -1, 4.45764e+09, 2.72544e+09, 3.0189e+09, 3.61894e+09, 5.1461e+09, 4.48002e+09, -1, 1.288e+08, 9.94961e+06, -1, 6.15698e+09, 6.51613e+09, 1.3336e+09, 4.62369e+09, 1.2866e+09, 2.18866e+09, 9.55334e+08, 1.02279e+06, 6.38711e+09, 6.80328e+07, 1.49813e+07, 6.98478e+09, 8.75474e+08, 6.15583e+09, -1
2, 1, 35, 2.67256e+08, 1.61354e+09, 5.24084e+09, -1, 4.46759e+09, 2.78672e+09, 2.83847e+09, 6.24731e+09, 5.77149e+09, 4.61382e+09, -1, 1.59328e+08, 9.12354e+06, -1, 6.50593e+09, 6.43927e+09, 3.275e+08, 4.77669e+09, 1.28145e+09, 2.25805e+09, 6.82378e+08, 2.5327e+06, 6.55354e+09, 7.121e+07, 1.34748e+07, 7.14533e+09, 8.13771e+08, 6.7266e+09, -1
2, 1, 36, 1.65902e+08, 1.57757e+09, 5.15504e+09, -1, 4.5933e+09, 2.79124e+09, 3.40852e+09, 6.89292e+09, 6.08604e+09, 4.82031e+09, -1, 1.01044e+08, 1.19016e+07, -1, 6.45645e+09, 6.56759e+09, 4.55019e+08, 4.90808e+09, 1.29139e+09, 2.31027e+09, 1.49725e+09, 1.18607e+06, 6.74138e+09, 4.37304e+07, 1.20374e+07, 7.19906e+09, 1.58704e+09, 6.81763e+09, -1
2, 1, 37, 1.08166e+09, 1.57135e+09, 5.10085e+09, -1, 4.72051e+09, 2.7991e+09, 2.90937e+09, 6.99214e+09, 6.17409e+09, 4.99641e+09, -1, 1.54907e+08, 7.41341e+06, -1, 6.57767e+09, 6.6232e+09, 2.21072e+09, 4.67102e+09, 1.29327e+09, 2.38422e+09, 4.69055e+09, 105010, 6.41169e+09, 3.9505e+07, 2.0593e+07, 7.17428e+09, 1.1865e+09, 7.04248e+09, -1
2, 1, 38, 2.51761e+09, 1.56999e+09, 5.1287e+09, -1, 4.84207e+09, 2.7956e+09, 2.90872e+09, 7.10909e+09, 6.37244e+09, 5.00101e+09, -1, 1.63134e+08, 6.62944e+06, -1, 6.23704e+09, 6.64609e+09, 3.59586e+09, 5.17397e+09, 1.28993e+09, 2.43744e+09, 2.81873e+09, 119510, 6.52619e+09, 2.95005e+08, 1.2522e+07, 7.08565e+09, 8.98243e+08, 7.19625e+09, -1
2, 1, 39, 2.99903e+09, 1.58329e+09, 5.21519e+09, -1, 4.93189e+09, 2.80091e+09, 3.08939e+09, 7.40864e+09, 6.56538e+09, 5.18129e+09, -1, 1.02175e+08, 7.81103e+06, -1, 6.49904e+09, 6.56402e+09, 4.01869e+09, 5.31198e+09, 1.31893e+09, 2.49481e+09, 5.9794e+09, 995416, 6.58515e+09, 8.48534e+07, 2.42913e+07, 6.49449e+09, 8.22133e+08, 7.34009e+09, -1
2, 1, 40, 3.11244e+09, 1.57387e+09, 5.25123e+09, -1, 5.00381e+09, 2.54586e+09, 3.37748e+09, 7.33887e+09, 6.71601e+09, 5.32264e+09, -1, 1.13128e+08, 9.26279e+06, -1, 6.56539e+09, 6.61702e+09, 7.98629e+08, 5.48599e+09, 1.31228e+09, 2.54473e+09, 8.03341e+08, 3.48475e+06, 6.64404e+09, 4.10476e+07, 8.38775e+06, 7.23744e+09, 1.0744e+09, 7.50415e+09, -1
2, 2, 1, 1.2043e+09, 4.25033e+08, 1.13396e+09, 5.2905e+08, 6.52583e+08, 1.16116e+09, 6.24031e+08, 7.35085e+08, 1.17611e+09, 4.03735e+08, 3.37892e+08, 5.19289e+08, 1.13958e+08, 5.36107e+08, 1.12613e+09, 1.22805e+09, 2.90492e+08, 8.03813e+08, 6.1004e+08, 1.08549e+09, 1.02796e+09, 2.31077e+06, 1.21406e+09, 1.23042e+07, 4.17354e+08, 1.17798e+09, 4.10161e+08, 1.07984e+09, 8.28665e+08
